HivePath,HiveType,Description,Category,KeyPath,ValueName,ValueType,ValueData,ValueData2,ValueData3,Comment,Recursive,Deleted,LastWriteTimestamp,PluginDetailFile
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,UserAssist,Program Execution,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\Count,Zvpebfbsg.Jvaqbjf.Rkcybere,(plugin),Microsoft.Windows.Explorer,Last executed: 2017-01-27 00:33:20.2480000,Run count: 2,GUI-based programs launched from the desktop,False,False,2017-01-27 02:45:05.6125965,exports/hd1/registry/20260430161612/hd1_registry_batch_UserAssist.csv
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,UserAssist,Program Execution,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,HRZR_PGYPHNPbhag:pgbe,(plugin),UEME_CTLCUACount:ctor,"Last executed: ",Run count: 0,GUI-based programs launched from the desktop,False,False,2017-01-27 02:45:05.6282259,exports/hd1/registry/20260430161612/hd1_registry_batch_UserAssist.csv
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,UserAssist,Program Execution,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,{0139Q44R-6NSR-49S2-8690-3QNSPNR6SSO8}\Npprffbevrf\Favccvat Gbby.yax,(plugin),{Common Programs}\Accessories\Snipping Tool.lnk,Last executed: 2017-01-26 23:42:45.9271124,Run count: 8,GUI-based programs launched from the desktop,False,False,2017-01-27 02:45:05.6282259,exports/hd1/registry/20260430161612/hd1_registry_batch_UserAssist.csv
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,UserAssist,Program Execution,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,HRZR_PGYFRFFVBA,(plugin),UEME_CTLSESSION,"Last executed: ",Run count: 29,GUI-based programs launched from the desktop,False,False,2017-01-27 02:45:05.6282259,exports/hd1/registry/20260430161612/hd1_registry_batch_UserAssist.csv
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,UserAssist,Program Execution,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,{0139Q44R-6NSR-49S2-8690-3QNSPNR6SSO8}\Npprffbevrf\Cnvag.yax,(plugin),{Common Programs}\Accessories\Paint.lnk,Last executed: 2017-01-26 23:42:45.9271124,Run count: 7,GUI-based programs launched from the desktop,False,False,2017-01-27 02:45:05.6282259,exports/hd1/registry/20260430161612/hd1_registry_batch_UserAssist.csv
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,UserAssist,Program Execution,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,{N77S5Q77-2R2O-44P3-N6N2-NON601054N51}\Npprffbevrf\Abgrcnq.yax,(plugin),{Programs}\Accessories\Notepad.lnk,Last executed: 2017-01-26 23:42:45.9271124,Run count: 6,GUI-based programs launched from the desktop,False,False,2017-01-27 02:45:05.6282259,exports/hd1/registry/20260430161612/hd1_registry_batch_UserAssist.csv
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,UserAssist,Program Execution,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,{0139Q44R-6NSR-49S2-8690-3QNSPNR6SSO8}\Npprffbevrf\Fgvpxl Abgrf.yax,(plugin),{Common Programs}\Accessories\Sticky Notes.lnk,Last executed: 2017-01-26 23:42:45.9271124,Run count: 5,GUI-based programs launched from the desktop,False,False,2017-01-27 02:45:05.6282259,exports/hd1/registry/20260430161612/hd1_registry_batch_UserAssist.csv
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,UserAssist,Program Execution,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,{N77S5Q77-2R2O-44P3-N6N2-NON601054N51}\Flfgrz Gbbyf\Pbageby Cnary.yax,(plugin),{Programs}\System Tools\Control Panel.lnk,Last executed: 2017-01-27 00:14:04.1370000,Run count: 1,GUI-based programs launched from the desktop,False,False,2017-01-27 02:45:05.6282259,exports/hd1/registry/20260430161612/hd1_registry_batch_UserAssist.csv
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,UserAssist,Program Execution,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\UserAssist\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\Count,{N77S5Q77-2R2O-44P3-N6N2-NON601054N51}\Flfgrz Gbbyf\Svyr Rkcybere.yax,(plugin),{Programs}\System Tools\File Explorer.lnk,Last executed: 2017-01-27 00:33:20.2480000,Run count: 2,GUI-based programs launched from the desktop,False,False,2017-01-27 02:45:05.6282259,exports/hd1/registry/20260430161612/hd1_registry_batch_UserAssist.csv
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Pinned Taskbar Items,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Taskband,Favorites,(plugin),Lnk Name: Applications,Executable: (unknown),Pin Type: (unknown),Displays pinned Taskbar items,False,False,2017-01-27 02:52:57.8291860,exports/hd1/registry/20260430161612/hd1_registry_batch_Taskband.csv
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Pinned Taskbar Items,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Taskband,Favorites,(plugin),Lnk Name: Microsoft Edge,Executable: Microsoft.MicrosoftEdge_8wekyb3d8bbwe!MicrosoftEdge,Pin Type: (unknown),Displays pinned Taskbar items,False,False,2017-01-27 02:52:57.8291860,exports/hd1/registry/20260430161612/hd1_registry_batch_Taskband.csv
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Pinned Taskbar Items,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Taskband,Favorites,(plugin),Lnk Name: User Pinned,Executable: (unknown),Pin Type: (unknown),Displays pinned Taskbar items,False,False,2017-01-27 02:52:57.8291860,exports/hd1/registry/20260430161612/hd1_registry_batch_Taskband.csv
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Pinned Taskbar Items,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Taskband,Favorites,(plugin),Lnk Name: TaskBar,Executable: (Directory),Pin Type: (Directory),Displays pinned Taskbar items,False,False,2017-01-27 02:52:57.8291860,exports/hd1/registry/20260430161612/hd1_registry_batch_Taskband.csv
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Pinned Taskbar Items,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Taskband,Favorites,(plugin),"Lnk Name: ",Executable: Microsoft.Windows.Explorer,Pin Type: (unknown),Displays pinned Taskbar items,False,False,2017-01-27 02:52:57.8291860,exports/hd1/registry/20260430161612/hd1_registry_batch_Taskband.csv
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Pinned Taskbar Items,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Taskband,Favorites,(plugin),Lnk Name: Applications,Executable: (unknown),Pin Type: (unknown),Displays pinned Taskbar items,False,False,2017-01-27 02:52:57.8291860,exports/hd1/registry/20260430161612/hd1_registry_batch_Taskband.csv
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Pinned Taskbar Items,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Taskband,Favorites,(plugin),Lnk Name: Store,Executable: Microsoft.WindowsStore_8wekyb3d8bbwe!App,Pin Type: (unknown),Displays pinned Taskbar items,False,False,2017-01-27 02:52:57.8291860,exports/hd1/registry/20260430161612/hd1_registry_batch_Taskband.csv
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,TypedURLs,User Activity,ROOT\SOFTWARE\Microsoft\Internet Explorer\TypedURLs,url1,(plugin),http://go.microsoft.com/fwlink/p/?LinkId=255141,"Timestamp: ",Slack: ሀ,Internet Explorer/Edge Typed URLs,False,False,2017-01-27 02:44:00.0105989,exports/hd1/registry/20260430161612/hd1_registry_batch_TypedURLs.csv
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,RecentDocs,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,1,(plugin),Lnk: The Internet.lnk Target: The Internet,Opened on: 2017-01-27 02:45:05.5970077 Ext last open: 2017-01-27 02:45:05.5970077,MRU: 0,Files recently opened from Windows Explorer,True,False,2017-01-27 02:45:05.5970077,exports/hd1/registry/20260430161612/hd1_registry_batch_RecentDocs.csv
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,RecentDocs,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,3,(plugin),Lnk: http--go.microsoft.com-fwlink-LinkId=627613.lnk Target: ?LinkId=627613,"Opened on:  Ext last open: ",MRU: 1,Files recently opened from Windows Explorer,True,False,2017-01-27 02:45:05.5970077,exports/hd1/registry/20260430161612/hd1_registry_batch_RecentDocs.csv
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,RecentDocs,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,2,(plugin),Lnk: User Accounts.lnk Target: ::{60632754-C523-4B62-B45C-4172DA012619},"Opened on:  Ext last open: ",MRU: 2,Files recently opened from Windows Explorer,True,False,2017-01-27 02:45:05.5970077,exports/hd1/registry/20260430161612/hd1_registry_batch_RecentDocs.csv
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,RecentDocs,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,0,(plugin),Lnk: http--go.microsoft.com-fwlink-LinkID=219472&clcid=0x409.lnk Target: ?LinkID=219472&clcid=0x409,"Opened on:  Ext last open: ",MRU: 3,Files recently opened from Windows Explorer,True,False,2017-01-27 02:45:05.5970077,exports/hd1/registry/20260430161612/hd1_registry_batch_RecentDocs.csv
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,RecentDocs,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,0,(plugin),Lnk: The Internet.lnk Target: The Internet,"Opened on: 2017-01-27 02:45:05.5970077 Ext last open: ",MRU: 0,Files recently opened from Windows Explorer,True,False,2017-01-27 02:45:05.5970077,exports/hd1/registry/20260430161612/hd1_registry_batch_RecentDocs.csv
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,RecentDocs,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\Folder,0,(plugin),Lnk: The Internet.lnk Target: The Internet,"Opened on: 2017-01-27 02:45:05.5970077 Ext last open: ",MRU: 0,Files recently opened from Windows Explorer,True,False,2017-01-27 02:45:05.5970077,exports/hd1/registry/20260430161612/hd1_registry_batch_RecentDocs.csv
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,User Shell Folders,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,AppData,RegExpandSz,%USERPROFILE%\AppData\Roaming,,,Displays where a user's Shell folders are mapped to,False,False,2017-01-27 02:44:00.9952657,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,User Shell Folders,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Desktop,RegExpandSz,%USERPROFILE%\Desktop,,,Displays where a user's Shell folders are mapped to,False,False,2017-01-27 02:44:00.9952657,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,User Shell Folders,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Favorites,RegExpandSz,%USERPROFILE%\Favorites,,,Displays where a user's Shell folders are mapped to,False,False,2017-01-27 02:44:00.9952657,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,User Shell Folders,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,History,RegExpandSz,%USERPROFILE%\AppData\Local\Microsoft\Windows\History,,,Displays where a user's Shell folders are mapped to,False,False,2017-01-27 02:44:00.9952657,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,User Shell Folders,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Local AppData,RegExpandSz,%USERPROFILE%\AppData\Local,,,Displays where a user's Shell folders are mapped to,False,False,2017-01-27 02:44:00.9952657,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,User Shell Folders,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,My Music,RegExpandSz,%USERPROFILE%\Music,,,Displays where a user's Shell folders are mapped to,False,False,2017-01-27 02:44:00.9952657,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,User Shell Folders,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,My Pictures,RegExpandSz,%USERPROFILE%\Pictures,,,Displays where a user's Shell folders are mapped to,False,False,2017-01-27 02:44:00.9952657,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,User Shell Folders,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,My Video,RegExpandSz,%USERPROFILE%\Videos,,,Displays where a user's Shell folders are mapped to,False,False,2017-01-27 02:44:00.9952657,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,User Shell Folders,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,NetHood,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\Network Shortcuts,,,Displays where a user's Shell folders are mapped to,False,False,2017-01-27 02:44:00.9952657,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,User Shell Folders,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Personal,RegExpandSz,%USERPROFILE%\Documents,,,Displays where a user's Shell folders are mapped to,False,False,2017-01-27 02:44:00.9952657,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,User Shell Folders,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,PrintHood,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\Printer Shortcuts,,,Displays where a user's Shell folders are mapped to,False,False,2017-01-27 02:44:00.9952657,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,User Shell Folders,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Programs,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\Start Menu\Programs,,,Displays where a user's Shell folders are mapped to,False,False,2017-01-27 02:44:00.9952657,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,User Shell Folders,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Recent,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\Recent,,,Displays where a user's Shell folders are mapped to,False,False,2017-01-27 02:44:00.9952657,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,User Shell Folders,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,SendTo,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\SendTo,,,Displays where a user's Shell folders are mapped to,False,False,2017-01-27 02:44:00.9952657,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,User Shell Folders,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Start Menu,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\Start Menu,,,Displays where a user's Shell folders are mapped to,False,False,2017-01-27 02:44:00.9952657,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,User Shell Folders,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Startup,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Startup,,,Displays where a user's Shell folders are mapped to,False,False,2017-01-27 02:44:00.9952657,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,User Shell Folders,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Templates,RegExpandSz,%USERPROFILE%\AppData\Roaming\Microsoft\Windows\Templates,,,Displays where a user's Shell folders are mapped to,False,False,2017-01-27 02:44:00.9952657,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,User Shell Folders,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,{374DE290-123F-4565-9164-39C4925E467B},RegExpandSz,%USERPROFILE%\Downloads,,,Displays where a user's Shell folders are mapped to,False,False,2017-01-27 02:44:00.9952657,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,User Shell Folders,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Cache,RegExpandSz,C:\Users\Sarah McAvoy\AppData\Local\Microsoft\Windows\INetCache,,,Displays where a user's Shell folders are mapped to,False,False,2017-01-27 02:44:00.9952657,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,User Shell Folders,User Activity,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders,Cookies,RegExpandSz,C:\Users\Sarah McAvoy\AppData\Local\Microsoft\Windows\INetCookies,,,Displays where a user's Shell folders are mapped to,False,False,2017-01-27 02:44:00.9952657,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Run (NTUSER),Autoruns,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,OneDriveSetup,RegSz,C:\Windows\SysWOW64\OneDriveSetup.exe /thfirstsetup,,,Program execution upon successful user logon,False,False,2017-01-27 02:45:31.8668506,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Run (NTUSER),Autoruns,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,OneDrive,RegSz,"""C:\Users\Sarah McAvoy\AppData\Local\Microsoft\OneDrive\OneDrive.exe"" /background",,,Program execution upon successful user logon,False,False,2017-01-27 02:45:31.8668506,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Run (NTUSER),Autoruns,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,Skype,RegSz,"""C:\Program Files (x86)\Skype\Phone\Skype.exe"" /minimized /regrun",,,Program execution upon successful user logon,False,False,2017-01-27 02:45:31.8668506,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,RunOnce (NTUSER),Autoruns,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\RunOnce,WAB Migrate,RegExpandSz,%ProgramFiles%\Windows Mail\wab.exe /Upgrade,,,Program execution upon successful user logon,False,False,2017-01-27 02:52:57.5321423,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,OneDrive,Cloud Storage,ROOT\SOFTWARE\Microsoft\OneDrive\17.3.6743.1212,InstallPath,RegSz,C:\Users\Sarah McAvoy\AppData\Local\Microsoft\OneDrive\17.3.6743.1212,,,Displays the installation path from the user's AppData folder for OneDrive,True,False,2017-01-27 02:45:31.6949569,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Internet Explorer,Web Browsers,ROOT\SOFTWARE\Microsoft\Internet Explorer\Main,Anchor Underline,RegSz,yes,,,Internet Explorer Registry artifacts,False,False,2017-01-27 02:52:58.3134740,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Internet Explorer,Web Browsers,ROOT\SOFTWARE\Microsoft\Internet Explorer\Main,Cache_Update_Frequency,RegSz,yes,,,Internet Explorer Registry artifacts,False,False,2017-01-27 02:52:58.3134740,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Internet Explorer,Web Browsers,ROOT\SOFTWARE\Microsoft\Internet Explorer\Main,Disable Script Debugger,RegSz,yes,,,Internet Explorer Registry artifacts,False,False,2017-01-27 02:52:58.3134740,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Internet Explorer,Web Browsers,ROOT\SOFTWARE\Microsoft\Internet Explorer\Main,DisableScriptDebuggerIE,RegSz,yes,,,Internet Explorer Registry artifacts,False,False,2017-01-27 02:52:58.3134740,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Internet Explorer,Web Browsers,ROOT\SOFTWARE\Microsoft\Internet Explorer\Main,Display Inline Images,RegSz,yes,,,Internet Explorer Registry artifacts,False,False,2017-01-27 02:52:58.3134740,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Internet Explorer,Web Browsers,ROOT\SOFTWARE\Microsoft\Internet Explorer\Main,Do404Search,RegBinary,01-00-00-00,,,Internet Explorer Registry artifacts,False,False,2017-01-27 02:52:58.3134740,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Internet Explorer,Web Browsers,ROOT\SOFTWARE\Microsoft\Internet Explorer\Main,Local Page,RegSz,%11%\blank.htm,,,Internet Explorer Registry artifacts,False,False,2017-01-27 02:52:58.3134740,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Internet Explorer,Web Browsers,ROOT\SOFTWARE\Microsoft\Internet Explorer\Main,Save_Session_History_On_Exit,RegSz,no,,,Internet Explorer Registry artifacts,False,False,2017-01-27 02:52:58.3134740,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Internet Explorer,Web Browsers,ROOT\SOFTWARE\Microsoft\Internet Explorer\Main,Search Page,RegSz,http://go.microsoft.com/fwlink/?LinkId=54896,,,Internet Explorer Registry artifacts,False,False,2017-01-27 02:52:58.3134740,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Internet Explorer,Web Browsers,ROOT\SOFTWARE\Microsoft\Internet Explorer\Main,Show_FullURL,RegSz,no,,,Internet Explorer Registry artifacts,False,False,2017-01-27 02:52:58.3134740,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Internet Explorer,Web Browsers,ROOT\SOFTWARE\Microsoft\Internet Explorer\Main,Show_StatusBar,RegSz,yes,,,Internet Explorer Registry artifacts,False,False,2017-01-27 02:52:58.3134740,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Internet Explorer,Web Browsers,ROOT\SOFTWARE\Microsoft\Internet Explorer\Main,Show_ToolBar,RegSz,yes,,,Internet Explorer Registry artifacts,False,False,2017-01-27 02:52:58.3134740,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Internet Explorer,Web Browsers,ROOT\SOFTWARE\Microsoft\Internet Explorer\Main,Show_URLinStatusBar,RegSz,yes,,,Internet Explorer Registry artifacts,False,False,2017-01-27 02:52:58.3134740,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Internet Explorer,Web Browsers,ROOT\SOFTWARE\Microsoft\Internet Explorer\Main,Show_URLToolBar,RegSz,yes,,,Internet Explorer Registry artifacts,False,False,2017-01-27 02:52:58.3134740,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Internet Explorer,Web Browsers,ROOT\SOFTWARE\Microsoft\Internet Explorer\Main,Use_DlgBox_Colors,RegSz,yes,,,Internet Explorer Registry artifacts,False,False,2017-01-27 02:52:58.3134740,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Internet Explorer,Web Browsers,ROOT\SOFTWARE\Microsoft\Internet Explorer\Main,UseClearType,RegSz,no,,,Internet Explorer Registry artifacts,False,False,2017-01-27 02:52:58.3134740,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Internet Explorer,Web Browsers,ROOT\SOFTWARE\Microsoft\Internet Explorer\Main,XMLHTTP,RegDword,1,,,Internet Explorer Registry artifacts,False,False,2017-01-27 02:52:58.3134740,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Internet Explorer,Web Browsers,ROOT\SOFTWARE\Microsoft\Internet Explorer\Main,Enable Browser Extensions,RegSz,yes,,,Internet Explorer Registry artifacts,False,False,2017-01-27 02:52:58.3134740,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Internet Explorer,Web Browsers,ROOT\SOFTWARE\Microsoft\Internet Explorer\Main,Play_Background_Sounds,RegSz,yes,,,Internet Explorer Registry artifacts,False,False,2017-01-27 02:52:58.3134740,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Internet Explorer,Web Browsers,ROOT\SOFTWARE\Microsoft\Internet Explorer\Main,Play_Animations,RegSz,yes,,,Internet Explorer Registry artifacts,False,False,2017-01-27 02:52:58.3134740,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Internet Explorer,Web Browsers,ROOT\SOFTWARE\Microsoft\Internet Explorer\Main,Start Page,RegSz,http://go.microsoft.com/fwlink/p/?LinkId=255141,,,Internet Explorer Registry artifacts,False,False,2017-01-27 02:52:58.3134740,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Internet Explorer,Web Browsers,ROOT\SOFTWARE\Microsoft\Internet Explorer\Main,ApplicationTileImmersiveActivation,RegDword,0,,,Internet Explorer Registry artifacts,False,False,2017-01-27 02:52:58.3134740,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Internet Explorer,Web Browsers,ROOT\SOFTWARE\Microsoft\Internet Explorer\Main,AssociationActivationMode,RegDword,2,,,Internet Explorer Registry artifacts,False,False,2017-01-27 02:52:58.3134740,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Internet Explorer,Web Browsers,ROOT\SOFTWARE\Microsoft\Internet Explorer\Main,OperationalData,RegQword,1,,,Internet Explorer Registry artifacts,False,False,2017-01-27 02:52:58.3134740,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,Internet Explorer,Web Browsers,ROOT\SOFTWARE\Microsoft\Internet Explorer\Main,EdgeSwitchingOSBuildNumber,RegSz,10586.th2_release.151121-2308,,,Internet Explorer Registry artifacts,False,False,2017-01-27 02:52:58.3134740,
exports/hd1/registry/SarahMcAvoy_NTUSER.DAT,NtUser,File Extensions,Installed Software,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FileExts,Multiple,(plugin),Extension: .3g2,Open Exes:  Open ProgIds: WMP11.AssocFile.3G2,User choice: AppX6eg8h5sxqq90pv53845wmnbewywdqq5h,Tracks programs associated with file extensions,False,False,2017-01-27 02:45:31.8199722,exports/hd1/registry/20260430161612/hd1_registry_batch_FileExts.csv
