KeyName,BatchKeyPath,DisplayName,BatchValueName,InstallTime,PackageRootFolder
Microsoft.Windows.ParentalControls_1000.14393.0.0_neutral_neutral_cw5n1h2txyewy,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Windows.ParentalControls_cw5n1h2txyewy,@{Microsoft.Windows.ParentalControls_1000.14393.0.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ParentalControls/resources/DisplayName},Multiple,2017-01-27 16:55:20.3016467,C:\Windows\SystemApps\ParentalControls_cw5n1h2txyewy
Microsoft.Windows.Photos_16.1118.10000.0_neutral_split.scale-125_8wekyb3d8bbwe,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Windows.Photos_8wekyb3d8bbwe,,Multiple,2017-01-27 17:30:47.4487423,
Microsoft.Windows.Photos_16.1118.10000.0_x64__8wekyb3d8bbwe,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Windows.Photos_8wekyb3d8bbwe,@{Microsoft.Windows.Photos_16.1118.10000.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.Windows.Photos/Resources/AppStoreName},Multiple,2017-01-27 17:30:47.4487423,C:\Program Files\WindowsApps\Microsoft.Windows.Photos_16.1118.10000.0_x64__8wekyb3d8bbwe
Microsoft.Windows.SecondaryTileExperience_10.0.0.0_neutral__cw5n1h2txyewy,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Windows.SecondaryTileExperience_cw5n1h2txyewy,SecondaryTileExperience,Multiple,2017-01-27 16:55:21.5362386,C:\Windows\SystemApps\Microsoft.Windows.SecondaryTileExperience_cw5n1h2txyewy
Microsoft.Windows.SecureAssessmentBrowser_10.0.14393.0_neutral_neutral_cw5n1h2txyewy,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Windows.SecureAssessmentBrowser_cw5n1h2txyewy,@{Microsoft.Windows.SecureAssessmentBrowser_10.0.14393.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.SecureAssessmentBrowser/Resources/PackageDisplayName},Multiple,2017-01-27 16:55:22.1143298,C:\Windows\SystemApps\Microsoft.Windows.SecureAssessmentBrowser_cw5n1h2txyewy
Microsoft.Windows.ShellExperienceHost_10.0.14393.693_neutral_neutral_cw5n1h2txyewy,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy,@{Microsoft.Windows.ShellExperienceHost_10.0.14393.693_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ShellExperienceHost/resources/PkgDisplayName},Multiple,2017-01-27 16:55:05.6907262,C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy
Microsoft.WindowsAlarms_10.1701.10103.0_neutral_split.scale-125_8wekyb3d8bbwe,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.WindowsAlarms_8wekyb3d8bbwe,,Multiple,2017-01-27 17:33:16.6964613,
Microsoft.WindowsAlarms_10.1701.10103.0_x64__8wekyb3d8bbwe,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.WindowsAlarms_8wekyb3d8bbwe,@{Microsoft.WindowsAlarms_10.1701.10103.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsAlarms/Resources/AppStoreName},Multiple,2017-01-27 17:33:16.6924586,C:\Program Files\WindowsApps\Microsoft.WindowsAlarms_10.1701.10103.0_x64__8wekyb3d8bbwe
Microsoft.WindowsCalculator_10.1701.10102.0_neutral_split.scale-125_8wekyb3d8bbwe,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.WindowsCalculator_8wekyb3d8bbwe,,Multiple,2017-01-27 17:33:39.1055930,
Microsoft.WindowsCalculator_10.1701.10102.0_x64__8wekyb3d8bbwe,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.WindowsCalculator_8wekyb3d8bbwe,@{Microsoft.WindowsCalculator_10.1701.10102.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsCalculator/Resources/AppStoreName},Multiple,2017-01-27 17:33:39.1055930,C:\Program Files\WindowsApps\Microsoft.WindowsCalculator_10.1701.10102.0_x64__8wekyb3d8bbwe
Microsoft.WindowsCamera_2016.1215.40.0_neutral_split.scale-125_8wekyb3d8bbwe,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.WindowsCamera_8wekyb3d8bbwe,,Multiple,2017-01-30 18:49:41.3496068,
Microsoft.WindowsCamera_2016.1215.40.0_x64__8wekyb3d8bbwe,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.WindowsCamera_8wekyb3d8bbwe,@{Microsoft.WindowsCamera_2016.1215.40.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsCamera/Resources/AppStoreName},Multiple,2017-01-30 18:49:41.3456008,C:\Program Files\WindowsApps\Microsoft.WindowsCamera_2016.1215.40.0_x64__8wekyb3d8bbwe
microsoft.windowscommunicationsapps_17.7830.42257.0_x64__8wekyb3d8bbwe,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\microsoft.windowscommunicationsapps_8wekyb3d8bbwe,@{microsoft.windowscommunicationsapps_17.7830.42257.0_x64__8wekyb3d8bbwe?ms-resource://microsoft.windowscommunicationsapps/hxoutlookintl/AppManifest_OutlookDesktop_DisplayName},Multiple,2017-02-02 21:27:30.6471960,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_17.7830.42257.0_x64__8wekyb3d8bbwe
Microsoft.WindowsFeedbackHub_1.1611.3471.0_neutral_split.scale-125_8wekyb3d8bbwe,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.WindowsFeedbackHub_8wekyb3d8bbwe,,Multiple,2017-01-27 17:29:58.1470441,
Microsoft.WindowsFeedbackHub_1.1611.3471.0_x64__8wekyb3d8bbwe,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.WindowsFeedbackHub_8wekyb3d8bbwe,@{Microsoft.WindowsFeedbackHub_1.1611.3471.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsFeedbackHub/Resources/AppStoreName},Multiple,2017-01-27 17:29:58.1430385,C:\Program Files\WindowsApps\Microsoft.WindowsFeedbackHub_1.1611.3471.0_x64__8wekyb3d8bbwe
Microsoft.WindowsMaps_5.1611.3342.0_neutral_split.scale-125_8wekyb3d8bbwe,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.WindowsMaps_8wekyb3d8bbwe,,Multiple,2017-01-27 17:31:52.3087001,
Microsoft.WindowsMaps_5.1611.3342.0_x64__8wekyb3d8bbwe,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.WindowsMaps_8wekyb3d8bbwe,@{Microsoft.WindowsMaps_5.1611.3342.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsMaps/Resources/AppStoreName},Multiple,2017-01-27 17:31:52.3087001,C:\Program Files\WindowsApps\Microsoft.WindowsMaps_5.1611.3342.0_x64__8wekyb3d8bbwe
Microsoft.WindowsPhone_10.1609.2561.0_neutral_split.scale-125_8wekyb3d8bbwe,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.WindowsPhone_8wekyb3d8bbwe,,Multiple,2017-01-27 17:29:15.3603659,
Microsoft.WindowsPhone_10.1609.2561.0_x64__8wekyb3d8bbwe,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.WindowsPhone_8wekyb3d8bbwe,@{Microsoft.WindowsPhone_10.1609.2561.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsPhone/Resources/AppStoreName},Multiple,2017-01-27 17:29:15.3563615,C:\Program Files\WindowsApps\Microsoft.WindowsPhone_10.1609.2561.0_x64__8wekyb3d8bbwe
Microsoft.WindowsSoundRecorder_10.1701.10102.0_neutral_split.scale-125_8wekyb3d8bbwe,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.WindowsSoundRecorder_8wekyb3d8bbwe,,Multiple,2017-01-27 17:34:56.3894100,
Microsoft.WindowsSoundRecorder_10.1701.10102.0_x64__8wekyb3d8bbwe,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.WindowsSoundRecorder_8wekyb3d8bbwe,@{Microsoft.WindowsSoundRecorder_10.1701.10102.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsSoundRecorder/Resources/AppStoreName},Multiple,2017-01-27 17:34:56.3894100,C:\Program Files\WindowsApps\Microsoft.WindowsSoundRecorder_10.1701.10102.0_x64__8wekyb3d8bbwe
Microsoft.WindowsStore_11610.1001.25.0_neutral_split.scale-125_8wekyb3d8bbwe,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.WindowsStore_8wekyb3d8bbwe,,Multiple,2017-01-27 17:35:03.8549170,
Microsoft.WindowsStore_11610.1001.25.0_x64__8wekyb3d8bbwe,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.WindowsStore_8wekyb3d8bbwe,@{Microsoft.WindowsStore_11610.1001.25.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsStore/Resources/StoreTitle},Multiple,2017-01-27 17:35:03.8429008,C:\Program Files\WindowsApps\Microsoft.WindowsStore_11610.1001.25.0_x64__8wekyb3d8bbwe
Microsoft.XboxApp_24.25.26002.0_x64__8wekyb3d8bbwe,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.XboxApp_8wekyb3d8bbwe,Xbox,Multiple,2017-01-27 17:34:51.0509979,C:\Program Files\WindowsApps\Microsoft.XboxApp_24.25.26002.0_x64__8wekyb3d8bbwe
Microsoft.XboxGameCallableUI_1000.14393.0.0_neutral_neutral_cw5n1h2txyewy,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.XboxGameCallableUI_cw5n1h2txyewy,@{Microsoft.XboxGameCallableUI_1000.14393.0.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.XboxGameCallableUI/resources/PkgDisplayName},Multiple,2017-01-27 16:55:22.7862679,C:\Windows\SystemApps\Microsoft.XboxGameCallableUI_cw5n1h2txyewy
Microsoft.XboxIdentityProvider_11.19.19003.0_x64__8wekyb3d8bbwe,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.XboxIdentityProvider_8wekyb3d8bbwe,@{Microsoft.XboxIdentityProvider_11.19.19003.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.XboxIdentityProvider/Resources/DisplayName},Multiple,2017-01-27 17:29:49.9518173,C:\Program Files\WindowsApps\Microsoft.XboxIdentityProvider_11.19.19003.0_x64__8wekyb3d8bbwe
Microsoft.ZuneMusic_10.16122.10271.0_neutral_resources.scale-125_8wekyb3d8bbwe,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.ZuneMusic_8wekyb3d8bbwe,,Multiple,2017-01-27 17:35:17.2619580,
Microsoft.ZuneMusic_10.16122.10271.0_x64__8wekyb3d8bbwe,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.ZuneMusic_8wekyb3d8bbwe,@{Microsoft.ZuneMusic_10.16122.10271.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.ZuneMusic/resources/IDS_MANIFEST_MUSIC_APP_NAME},Multiple,2017-01-27 17:35:17.2619580,C:\Program Files\WindowsApps\Microsoft.ZuneMusic_10.16122.10271.0_x64__8wekyb3d8bbwe
Microsoft.ZuneVideo_10.16122.10291.0_neutral_resources.scale-125_8wekyb3d8bbwe,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.ZuneVideo_8wekyb3d8bbwe,,Multiple,2017-02-01 16:58:47.4141611,
Microsoft.ZuneVideo_10.16122.10291.0_x64__8wekyb3d8bbwe,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.ZuneVideo_8wekyb3d8bbwe,@{Microsoft.ZuneVideo_10.16122.10291.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.ZuneVideo/resources/IDS_MANIFEST_VIDEO_APP_NAME},Multiple,2017-02-01 16:58:47.4101658,C:\Program Files\WindowsApps\Microsoft.ZuneVideo_10.16122.10291.0_x64__8wekyb3d8bbwe
Windows.ContactSupport_10.0.14393.0_neutral_neutral_cw5n1h2txyewy,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Windows.ContactSupport_cw5n1h2txyewy,@{Windows.ContactSupport_10.0.14393.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Windows.ContactSupport/Resources/appDisplayName},Multiple,2017-01-27 16:55:23.6300819,C:\Windows\SystemApps\ContactSupport_cw5n1h2txyewy
windows.immersivecontrolpanel_6.2.0.0_neutral_neutral_cw5n1h2txyewy,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\windows.immersivecontrolpanel_cw5n1h2txyewy,,Multiple,2017-01-27 16:55:09.7223568,
Windows.MiracastView_6.3.0.0_neutral_neutral_cw5n1h2txyewy,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Windows.MiracastView_cw5n1h2txyewy,,Multiple,2017-01-27 16:55:24.4427014,
Windows.PrintDialog_6.2.0.0_neutral_neutral_cw5n1h2txyewy,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Windows.PrintDialog_cw5n1h2txyewy,,Multiple,2017-01-27 16:55:25.5054198,
